x,y,title,player,population,alliance,tribe,uid,aid,did
182,9,Village Vesnice: Ellik,Ellik,14,Tribe Gauls,Gauls,16647,,59652
184,18,Village Dedina: SlovakiaGuy,SlovakiaGuy,14,Tribe Romans,Romans,17279,,60502
178,43,Village Vesnice: Kubex9292,Kubex9292,14,Tribe Gauls,Gauls,16913,,59999
181,113,Village Čika`s village,Čika,14,Tribe Gauls,Gauls,22363,,66944
180,108,Village Osada: Danielos,Danielos,14,Tribe Gauls,Gauls,21982,,66474
178,124,Village Dorf von Wolf94,Wolf94,14,Tribe Teutons,Teutons,22833,,67548
176,138,Village Natars 176|138,Natars,14,Tribe Natars,Natars,1,,68454
176,172,Village Село од Milija,Milija,14,Tribe Gauls,Gauls,25188,,70439
180,168,Village Vesnice: DirtyGal,DirtyGal,14,Tribe Gauls,Gauls,25185,,70436
179,194,Village Natars 179|194,Natars,14,Tribe Natars,Natars,1,,71352
186,-172,Village Aldea de Kausman,Kausman,14,Tribe Gauls,Gauls,25589,,70898
186,-163,Village grietininis/sostinė,grietininis,14,Tribe Gauls,Gauls,25268,,70529
186,-91,Village selo Köyü,selo,14,Tribe Gauls,Gauls,21667,,66087
186,-80,Village Villaggio di malekith,malekith,14,Tribe Teutons,Teutons,20884,,65168
190,-80,Village Nakwon Köyü,Nakwon,14,Tribe Romans,Romans,21543,,65952
191,-83,Village Village de rarthorne,rarthorne,14,Tribe Romans,Romans,21802,,66240
188,-62,Village wewe/sostinė,wewe,14,Tribe Teutons,Teutons,20108,,64146
189,69,Village Vesnice: MGmasak,MGmasak,14,Tribe Romans,Romans,20468,,64565
190,93,Village Valkyrie`s village,Valkyrie,14,Tribe Gauls,Gauls,22221,,66779
190,106,Village Osada: BialyASJL,BialyASJL,14,Tribe Gauls,Gauls,22891,,67617
188,117,Village Dedina: konipasek,konipasek,14,Tribe Gauls,Gauls,23263,,68090
191,117,Village Village de Ramdane,Ramdane,14,Tribe Gauls,Gauls,23483,,68367
190,138,Village Деревня kharin,kharin,14,Tribe Romans,Romans,24457,,69512
195,148,Village Village de Sebas5ame,Sebas5ame,14,Tribe Romans,Romans,25130,,70369
194,162,Village Dorf von Hahner,Hahner,14,Tribe Gauls,Gauls,25517,,70816
191,169,Village Scx`s by,Scx,14,Tribe Gauls,Gauls,25628,,70941
194,167,Village Villaggio di etrus,etrus,14,Tribe Romans,Romans,25675,,70995
193,166,Village Agancsos faluja,Agancsos,14,Tribe Gauls,Gauls,25627,,70940
189,196,Village nempac`s village,nempac,14,Tribe Gauls,Gauls,26129,,71545
-200,-133,Village ayzek Köyü,ayzek,13,Tribe Gauls,Gauls,24848,,70004
-200,-114,Village seyrek0720 Köyü,seyrek0720,13,Tribe Gauls,Gauls,24106,,69092
-199,-184,Village galippa Köyü,galippa,13,Tribe Gauls,Gauls,26114,,71529
-199,-18,Village Emeril`s village,Emeril,13,Tribe Gauls,Gauls,20484,,64585
-199,38,Village Villaggio di SHOKERS,SHOKERS,13,Tribe Romans,Romans,20750,,65016
-198,116,Village bjorn ironside Köyü,bjorn ironside,13,Tribe Teutons,Teutons,23953,,68915
-198,123,Village Village de beffadeisacc,beffadeisacc,13,Tribe Romans,Romans,24259,,69272
-197,-133,Village Natars -197|-133,Natars,13,Tribe Natars,Natars,1,,69841
-197,31,Village panos χωριό,panos,13,Tribe Romans,Romans,20037,,64068
-195,-190,Village Blackrainbow`s village,Blackrainbow,13,Tribe Gauls,Gauls,26135,,71552
-195,-153,Village Jmnz.´s Dorp,Jmnz.,13,Tribe Romans,Romans,25311,,70582
-195,-17,Village Arrino`s village,Arrino,13,Tribe Romans,Romans,19646,,63568
-193,52,Village merto Köyü,merto,13,Tribe Gauls,Gauls,20274,,64340
-192,-73,Village Villaggio di PiruPiru,PiruPiru,13,Tribe Gauls,Gauls,21354,,65746
-192,-29,Village Aldeia do Costa,Costa,13,Tribe Gauls,Gauls,19217,,63015
-191,-104,Village EnclaveJamie`s village,EnclaveJamie,13,Tribe Gauls,Gauls,22893,,67620
-191,-18,Village ХХХ_002,Maks,13,D.K.,Gauls,19224,519,74938
-191,34,Village Village de nivek22,nivek22,13,Tribe Romans,Romans,19027,,62772
-191,196,Village Градът на Pagane,Pagane,13,Tribe Gauls,Gauls,26151,,71570
-190,-164,Village Natars -190|-164,Natars,13,Tribe Natars,Natars,1,,70774
-190,-136,Village Natars -190|-136,Natars,13,Tribe Natars,Natars,1,,69504
-190,-124,Village Pelaajan chogu kylä,chogu,13,Tribe Gauls,Gauls,23852,,68800
-190,-52,Village MERCVRIVS`s village,MERCVRIVS,13,Tribe Romans,Romans,19825,,63795
-190,143,Village smiley_remkes´s Dorp,smiley_remkes,13,Tribe Gauls,Gauls,24643,,69749
-189,-123,Village Aldeia do Fonsitos,Fonsitos,13,Tribe Gauls,Gauls,23690,,68615
-189,-68,Village Villaggio di Franco76,Franco76,13,Tribe Gauls,Gauls,20648,,64883
-188,-200,Village Деревня Ибис,Ибис,13,Tribe Gauls,Gauls,26155,,71575
-188,182,Village Natars -188|182,Natars,13,Tribe Natars,Natars,1,,71248
-187,-11,Village tábor,Cider,13,Tribe Gauls,Gauls,17857,,61220
-187,31,Village Village de lordtof,lordtof,13,Tribe Gauls,Gauls,18304,,61772
-186,39,Village Asurzx`s village,Asurzx,13,Tribe Gauls,Gauls,18308,,61776
-186,101,Village Pelaajan Plyyttonium kylä,Plyyttonium,13,Tribe Romans,Romans,22213,,66764
-186,156,Village Satul lui FeelingGood.inc,FeelingGood.inc,13,Tribe Gauls,Gauls,24989,,70195
-184,-190,Village DirtyCrusher123/sostinė,DirtyCrusher123,13,Tribe Gauls,Gauls,25947,,71321
-184,-86,Village Villaggio di jjjggg,jjjggg,13,Tribe Teutons,Teutons,21012,,65316
-184,42,Village Vesnice: Monnique,Monnique,13,Tribe Gauls,Gauls,18036,,61445
-184,67,Village Dorf von Txbl,Txbl,13,Tribe Gauls,Gauls,19483,,63337
-183,-152,Village Natars -183|-152,Natars,13,Tribe Natars,Natars,1,,69834
-183,-22,Village Viltrum,omniman,13,Tribe Romans,Romans,17262,,60478
-182,-107,Village Pedant Köyü,Pedant,13,Tribe Romans,Romans,22171,,66718
-182,51,Village Aldeia do Pipudo,Pipudo,13,Tribe Gauls,Gauls,18063,,61477
-182,118,Village GeakeSjonnie´s Dorp,GeakeSjonnie,13,Tribe Gauls,Gauls,22810,,67523
-182,142,Village Natars -182|142,Natars,13,Tribe Natars,Natars,1,,69121
-181,-83,Village Aldea de Morten,Morten,13,Tribe Romans,Romans,20268,,64332
-181,129,Village dirtybear1`s village,dirtybear1,13,Tribe Gauls,Gauls,23335,,68174
-181,160,Village Darkknight92`s village,Darkknight92,13,Tribe Gauls,Gauls,24937,,70129
-181,198,Village memis Köyü,memis,13,Tribe Gauls,Gauls,26058,,71463
-180,-63,Village Aldeia do Carrola,Carrola,13,Tribe Teutons,Teutons,18643,,62219
-179,162,Village Natars -179|162,Natars,13,Tribe Natars,Natars,1,,70023
-178,-179,Village Aldeia do EvilCat666,EvilCat666,13,Tribe Romans,Romans,25507,,70805
-178,-139,Village Village de gavilaz,gavilaz,13,Tribe Romans,Romans,23777,,68711
-178,-1,Village Деревня Klumpia,Klumpia,13,Tribe Gauls,Gauls,16151,,59109
-178,104,Village Dorf von lordkumbo,lordkumbo,13,Tribe Gauls,Gauls,21330,,65718
-177,189,Village Villaggio di Dfil,Dfil,13,Tribe Teutons,Teutons,25805,,71146
-176,-134,Village gil shalem`s village,gil shalem,13,Tribe Gauls,Gauls,23300,,68130
-176,-84,Village Villaggio di Ragnos,Ragnos,13,Tribe Gauls,Gauls,19416,,63248
-176,76,Village Dorf von NiceSnake,NiceSnake,13,Tribe Teutons,Teutons,18696,,62278
-176,177,Village betonmert Köyü,betonmert,13,Tribe Gauls,Gauls,25384,,70664
-176,196,Village Naselje - zazy989,zazy989,13,Tribe Gauls,Gauls,25931,,71302
-174,-188,Village Dorf von Erik Zion,Erik Zion,13,Tribe Gauls,Gauls,25705,,71030
-174,-80,Village Satul lui cosminn,cosminn,13,Tribe Romans,Romans,18793,,62390
-174,200,Village Locodivas Köyü,Locodivas,13,Tribe Teutons,Teutons,25987,,71373
-173,-4,Village Village de antho,antho,13,Tribe Gauls,Gauls,15247,,58002
-173,172,Village Filozof Köyü,Filozof,13,Tribe Gauls,Gauls,25062,,70294
-172,-156,Village Aldea de Syril,Syril,13,Tribe Gauls,Gauls,24275,,69291
-172,161,Village Star17 Köyü,Star17,13,Tribe Gauls,Gauls,24536,,69619
-170,-196,Village Dorf von KahiaMD,KahiaMD,13,Tribe Teutons,Teutons,25798,,71136
-170,-148,Village Satul lui Eduard96,Eduard96,13,Tribe Gauls,Gauls,23684,,68609
-170,-139,Village [01] Paçó,TripleF,13,Tribe Romans,Romans,23205,,68018
-170,-111,Village eyntsik`s village,eyntsik,13,Tribe Gauls,Gauls,21003,,65306
-170,31,Village Satul lui regeleragnar,regeleragnar,13,Tribe Gauls,Gauls,15105,,57827
-169,-76,Village durchelosen Köyü,durchelosen,13,Tribe Gauls,Gauls,17460,,60740
-169,123,Village Village de TonBanquier,TonBanquier,13,Tribe Gauls,Gauls,21824,,66265
-168,177,Village hyesu Köyü,hyesu,13,Tribe Romans,Romans,25065,,70298
-167,78,Village Satul lui REC96,REC96,13,Tribe Romans,Romans,17127,,60271
-167,118,Village Sklepas`s village,Sklepas,13,Tribe Romans,Romans,21077,,65406
-167,120,Village EkremAbi`s village,EkremAbi,13,Tribe Romans,Romans,21356,,65748
-167,122,Village Osada: gremlin,gremlin,13,Tribe Gauls,Gauls,21562,,65977
-167,188,Village 7mos`s village,7mos,13,Tribe Romans,Romans,25440,,70725
-166,-194,Village Villaggio di Skilledzx,Skilledzx,13,Tribe Gauls,Gauls,25645,,70961
-166,-30,Village Aldeia do TioLuga,TioLuga,13,Tribe Romans,Romans,14529,,57174
-166,10,Village tusso Köyü,tusso,13,Tribe Gauls,Gauls,13805,,56348
-166,121,Village Naselje - mp0994,mp0994,13,Tribe Gauls,Gauls,21230,,65595
-165,-160,Village Aldea de jerson,jerson,13,Tribe Gauls,Gauls,24095,,69079
-164,-177,Village heye Köyü,heye,13,Tribe Gauls,Gauls,24913,,70091
-164,-77,Village Vesnice: Ondrys,Ondrys,13,Tribe Gauls,Gauls,16669,,59677
-164,93,Village Blausse`s village,Blausse,13,Tribe Gauls,Gauls,18132,,61561
-163,-176,Village Vesnice: Larron,Larron,13,Tribe Romans,Romans,24839,,69991
-163,-107,Village Villaggio di Paolo23!,Paolo23!,13,Tribe Gauls,Gauls,19408,,63240
-163,101,Village Dorf von mcj4nn12,mcj4nn12,13,Tribe Gauls,Gauls,18700,,62285
-163,178,Village Villaggio di Nuciforaz,Nuciforaz,13,Tribe Romans,Romans,24873,,70033
-162,-16,Village Bilal Köyü,Bilal,13,Tribe Gauls,Gauls,13506,,55910
-161,-198,Village Villaggio di baldorosso,baldorosso,13,Tribe Teutons,Teutons,25644,,70960
-160,-169,Village ikizhan Köyü,ikizhan,13,Tribe Gauls,Gauls,24348,,69378
-160,-167,Village Village de TrueSword777,TrueSword777,13,Tribe Gauls,Gauls,24186,,69180
-159,-64,Village Osada: HaryStuj,HaryStuj,13,Tribe Romans,Romans,14880,,57587
-159,-14,Village Village de PlushViking,PlushViking,13,Tribe Gauls,Gauls,13004,,55302
-158,-79,Village Gwained Köyü,Gwained,13,Tribe Teutons,Teutons,15949,,58887
-158,76,Village Village de Barahin,Barahin,13,Tribe Gauls,Gauls,15465,,58320
-158,178,Village Aldea de Edink,Edink,13,Tribe Gauls,Gauls,24674,,69786
-157,70,Village ILoVeCookie Köyü,ILoVeCookie,13,Tribe Teutons,Teutons,14928,,57638
-157,117,Village Dorf von Mister_Snow,Mister_Snow,13,Tribe Teutons,Teutons,19496,,63351
-156,-166,Village Broncek`s village,Broncek,13,Tribe Gauls,Gauls,23926,,68880
-156,24,Village Village de Korne7,Korne7,13,Tribe Romans,Romans,12564,,54800
-155,-193,Village mamfi`s village,mamfi,13,Tribe Gauls,Gauls,25263,,70523
-155,-181,Village Dorf von CrazyRey,CrazyRey,13,Tribe Romans,Romans,24687,,69804
-155,152,Village Деревня Btr7,Btr7,13,Tribe Gauls,Gauls,22823,,67537
-155,160,Village Aldeia do Zeze,Zeze,13,Tribe Gauls,Gauls,23437,,68303
-154,79,Village Vesnice: Magno,Magno,13,Tribe Gauls,Gauls,15116,,57838
-153,50,Village Village de FireHun,FireHun,13,Tribe Gauls,Gauls,13033,,55331
-153,192,Village Aldea de Chuletas,Chuletas,13,Tribe Gauls,Gauls,25172,,70419
-152,160,Village Aldea de Lekes,Lekes,13,Tribe Romans,Romans,23245,,68064
-151,-111,Village Aldeia do RuiMarques23,RuiMarques23,13,Tribe Gauls,Gauls,17838,,61201
-151,-92,Village moriarty Köyü,moriarty,13,Tribe Gauls,Gauls,15947,,58884
-151,-87,Village Villaggio di artu749,artu749,13,Tribe Gauls,Gauls,15420,,58247
-151,77,Village Villaggio di Mailo,Mailo,13,Tribe Gauls,Gauls,14415,,57040
-151,111,Village Vesnice: Cejn,Cejn,13,Tribe Gauls,Gauls,17721,,61069
-151,136,Village Vesnice: slavooj,slavooj,13,Tribe Gauls,Gauls,20903,,65192
-151,186,Village paride999`s village,paride999,13,Tribe Gauls,Gauls,24816,,69961
-151,192,Village Деревня FierceAttacker,FierceAttacker,13,Tribe Gauls,Gauls,25068,,70301
-150,-23,Village AHMET TALHA Köyü,AHMET TALHA,13,Tribe Gauls,Gauls,11707,,53877
-150,119,Village emaytac Köyü,emaytac,13,Tribe Teutons,Teutons,18500,,62044
-150,130,Village Neues Dorf,Stefan,13,Tribe Gauls,Gauls,15680,,74340
-148,-189,Village Aldeia do SilverGeneral45,SilverGeneral45,13,Tribe Gauls,Gauls,24835,,69985
-146,-140,Village Aldeia do TAD,TAD,13,Tribe Teutons,Teutons,20816,,65090
-146,-88,Village Aldeia Saturno Maria,SaturnoMarria,13,Tribe Gauls,Gauls,14699,,57360
-146,24,Village Tayfun Köyü,Tayfun,13,Tribe Gauls,Gauls,10996,,53072
-146,62,Village belabela Köyü,belabela,13,Tribe Gauls,Gauls,12740,,55004
-145,-143,Village kudo Köyü,kudo,13,Tribe Gauls,Gauls,21157,,65501
-144,-43,Village SRZ Köyü,SRZ,13,Tribe Romans,Romans,11388,,53546
-144,159,Village ragnarcem Köyü,ragnarcem,13,Tribe Gauls,Gauls,22581,,67221
-144,168,Village Amorotacus`s village,Amorotacus,13,Tribe Gauls,Gauls,23247,,68066
-143,-169,Village Village de zartania,zartania,13,Tribe Romans,Romans,23294,,68124
-142,-74,Village Dorf von Mato04,Mato04,13,Tribe Gauls,Gauls,12990,,55288
-142,48,Village LoyalSnake`s village,LoyalSnake,13,Tribe Teutons,Teutons,11296,,53442
-142,171,Village Recks`s village,Recks,13,Tribe Romans,Romans,23339,,68179
-141,99,Village Village de EngelGaming,EngelGaming,13,Tribe Gauls,Gauls,14935,,57646
-140,-138,Village Iboy Köyü,Iboy,13,Tribe Gauls,Gauls,19813,,63779
-140,-76,Village Деревня ShipGeneral,ShipGeneral,13,Tribe Gauls,Gauls,12841,,55116
-140,176,Village Деревня Maiy,Maiy,13,Tribe Romans,Romans,23631,,68544
-139,-177,Village Emyl´s Dorp,Emyl,13,Tribe Gauls,Gauls,23673,,68596
-139,-62,Village Natars -139|-62,Natars,13,Tribe Natars,Natars,1,,53868
-139,106,Village Villaggio di SgrioKaos,SgrioKaos,13,Tribe Teutons,Teutons,15473,,58328
-138,33,Village Osada: Gryzli2x,Gryzli2x,13,Tribe Gauls,Gauls,10037,,51952
-138,118,Village cheff35 Köyü,cheff35,13,Tribe Gauls,Gauls,16761,,59790
-137,106,Village Villaggio di Dorici,Dorici,13,Tribe Romans,Romans,15119,,57841
-137,182,Village Huseyn626`s village,Huseyn626,13,Tribe Gauls,Gauls,23895,,68845
-136,-184,Village Aldeia do King Idaleno,King Idaleno,13,Tribe Gauls,Gauls,24002,,68974
-135,-39,Village Aldea de Román 5,Román 5,13,Tribe Gauls,Gauls,10055,,51970
-135,-20,Village Ottoman71 Köyü,Ottoman71,13,Tribe Gauls,Gauls,9297,,51019
-134,-149,Village Aldeia do mariocardoso,mariocardoso,13,Tribe Gauls,Gauls,20451,,64543
-134,-76,Village Aldeia do S0N3KAS,S0N3KAS,13,Tribe Gauls,Gauls,12038,,54216
-134,-32,Village MELIKBEY Köyü,MELIKBEY,13,Tribe Gauls,Gauls,9771,,51576
-134,113,Village Villaggio di rem,rem,13,Tribe Gauls,Gauls,15478,,58334
-133,-148,Village Tema naselje,Tema,13,Tribe Gauls,Gauls,20246,,64309
-133,-137,Village Village de darkou73,darkou73,13,Tribe Gauls,Gauls,18617,,62190
-133,-84,Village Dorf von unloved,unloved,13,Tribe Gauls,Gauls,12502,,54735
-132,41,Village Деревня Ulrich 333,Ulrich 333,13,Tribe Teutons,Teutons,9446,,51203
-132,196,Village vaidas ivanausk/sostinė,vaidas ivanausk,13,Tribe Gauls,Gauls,24547,,69634
-131,-200,Village Aldea de Marinum,Marinum,13,Tribe Romans,Romans,24725,,69846
-131,-73,Village analist Köyü,analist,13,Tribe Teutons,Teutons,11378,,53536
-131,-61,Village FurkanBozkurtr Köyü,FurkanBozkurtr,13,Tribe Gauls,Gauls,10636,,52599
-131,167,Village Verso`s village,Verso,13,Tribe Romans,Romans,22237,,66806
-130,-198,Village deniz8080 Köyü,deniz8080,13,Tribe Teutons,Teutons,24591,,69685
-130,-128,Village kris/sostinė,kris,13,Tribe Gauls,Gauls,16869,,59926
-130,-106,Village Vesnice: Alda,Alda,13,Tribe Gauls,Gauls,14331,,56951
-130,68,Village Chintu`s village,Chintu,13,Tribe Romans,Romans,10851,,52895
-129,-170,Village Village de Soap6,Soap6,13,Tribe Gauls,Gauls,22395,,66978
-128,11,Village Osada: marcelek,marcelek,13,Tribe Gauls,Gauls,7998,,48920
-127,-149,Village Aldeia do Ogato,Ogato,13,Tribe Teutons,Teutons,19610,,63496
-126,-89,Village Village de Endless,Endless,13,Tribe Gauls,Gauls,12034,,54212
-126,114,Village Aldea de Sylvie,Sylvie,13,Tribe Gauls,Gauls,14583,,57240
-125,-149,Village war235 Köyü,war235,13,Tribe Gauls,Gauls,19196,,62990
-125,-26,Village Aldea de FastHunter,FastHunter,13,Tribe Gauls,Gauls,8204,,49341
-125,32,Village Village de digili,digili,13,Tribe Gauls,Gauls,8240,,49384
-125,44,Village BIG DADDY II,Bsn-herv,13,B&B©,Romans,8376,329,74135
-125,91,Village Aldea de xavi,xavi,13,Tribe Gauls,Gauls,12101,,54280
-124,-176,Village Silverblu`s village,Silverblu,13,Tribe Gauls,Gauls,22643,,67304
-124,-140,Village Villaggio di SirJosephBlake,SirJosephBlake,13,Tribe Gauls,Gauls,17832,,61195
-124,-37,Village Desa Vlord,Vlord,13,Tribe Romans,Romans,8352,,49512
-124,-22,Village Dorf von AntoniusAurel,AntoniusAurel,13,Tribe Romans,Romans,7909,,48778
-123,-101,Village Osada: Mordimmer213,Mordimmer213,13,Tribe Gauls,Gauls,12831,,55105
-123,-16,Village Osada: Fataem,Fataem,13,Tribe Gauls,Gauls,7655,,48371
-123,99,Village arend`s village,arend,13,Tribe Gauls,Gauls,12585,,54821
-122,-143,Village Villaggio di giovachi,giovachi,13,Tribe Gauls,Gauls,18047,,61457
-122,-14,Village Vesnice: soty,soty,13,Tribe Gauls,Gauls,7538,,48216
-122,17,Village nsR Köyü,nsR,13,Tribe Gauls,Gauls,7365,,47830
-122,20,Village Vesnice: axeeexes,axeeexes,13,Tribe Gauls,Gauls,7515,,48160
-122,193,Village Vesnice: Katalina,Katalina,13,Tribe Gauls,Gauls,23898,,68848
-121,-62,Village Villaggio di micipunkt,micipunkt,13,Tribe Teutons,Teutons,9289,,51011
-121,66,Village Vesnice: Martin85,Martin85,13,Tribe Gauls,Gauls,9489,,51253
-120,-196,Village USTARO Köyü,USTARO,13,Tribe Gauls,Gauls,24051,,69028
-120,-132,Village Osada: Warrjot,Warrjot,13,Tribe Gauls,Gauls,16124,,59082
-120,-1,Village Aslında Sakinim Köyü,Aslında Sakinim,13,Tribe Gauls,Gauls,7163,,47377
-120,20,Village Kado Köyü,Kado,13,Tribe Gauls,Gauls,7275,,47610
-120,116,Village Aldeia do MindfulBeast,MindfulBeast,13,Tribe Gauls,Gauls,14090,,56674
-120,147,Village Duckkick faluja,Duckkick,13,Tribe Gauls,Gauls,18330,,61806
-120,151,Village Aldeia do ClayShieldv,ClayShieldv,13,Tribe Gauls,Gauls,18893,,62513
-119,-34,Village Hurkan Köyü,Hurkan,13,Tribe Gauls,Gauls,7652,,48368
-118,-54,Village Remenius Köyü,Remenius,13,Tribe Gauls,Gauls,8469,,49651
-117,59,Village Aldeia do K4ZZ,K4ZZ,13,Tribe Romans,Romans,8525,,49812
-116,-83,Village DawSoNCreeK Köyü,DawSoNCreeK,13,Tribe Romans,Romans,10331,,52259
-116,124,Village Villaggio di Angelo,Angelo,13,Tribe Gauls,Gauls,14585,,57242
-115,-132,Village pompeius magnus`s village,pompeius magnus,13,Tribe Romans,Romans,15577,,58444
-115,94,Village Village de SmoothTiger,SmoothTiger,13,Tribe Romans,Romans,11136,,53271
-114,-87,Village bubu1982 faluja,bubu1982,13,Tribe Gauls,Gauls,10330,,52258
-114,133,Village ChaosBeast12´s Dorp,ChaosBeast12,13,Tribe Gauls,Gauls,15483,,58339
-114,147,Village Challir17`s village,Challir17,13,Tribe Gauls,Gauls,17542,,60854
-114,184,Village Деревня V. V. V.,V. V. V.,13,Tribe Gauls,Gauls,22717,,67400
-113,-134,Village Villaggio di SrekehN,SrekehN,13,Tribe Romans,Romans,15576,,58443
-113,89,Village BattleGaul Köyü,BattleGaul,13,Tribe Romans,Romans,10400,,52330
-113,110,Village Aldeia do Subseven,Subseven,13,Tribe Gauls,Gauls,12589,,54825
-111,80,Village Vesnice: Maťo,Maťo,13,Tribe Gauls,Gauls,9342,,51085
-110,-54,Village WarLord Köyü,WarLord,13,Tribe Teutons,Teutons,7531,,48199
-110,-18,Village WoodArrow Köyü,WoodArrow,13,Tribe Romans,Romans,6072,,45383
-110,67,Village Aron762´s Dorp,Aron762,13,Tribe Romans,Romans,8252,,49396
-110,197,Village Aldeia do bidbiomo,bidbiomo,13,Tribe Gauls,Gauls,23742,,68671
-109,-111,Village SilverDruid33 Köyü,SilverDruid33,13,Tribe Gauls,Gauls,12363,,54575
-108,-94,Village Vesnice: Urughat,Urughat,13,Tribe Gauls,Gauls,10327,,52255
-108,92,Village Mr.Abdin Köyü,Mr.Abdin,13,Tribe Gauls,Gauls,10106,,52021
-107,-157,Village Villaggio di Luca95De,Luca95De,13,Tribe Gauls,Gauls,18402,,61918
-107,-47,Village Irmantas/sostinė,Irmantas,13,Tribe Gauls,Gauls,6769,,46577
-106,-163,Village Vesnice: HHonza 91,HHonza 91,13,Tribe Gauls,Gauls,19191,,62984
-106,37,Village King`s village,King,13,Tribe Teutons,Teutons,6050,,45330
-106,124,Village Vesnice: MCHammerik,MCHammerik,13,Tribe Gauls,Gauls,13383,,55718
-105,50,Village Tolga Köyü,Tolga,13,Tribe Gauls,Gauls,6506,,46159
-104,-48,Village Skywalker Köyü,Skywalker,13,Tribe Gauls,Gauls,6545,,46227
-104,-41,Village Quantumx`s village,Quantumx,13,Tribe Gauls,Gauls,6159,,45599
-104,-34,Village sarılarınsülo Köyü,sarılarınsülo,13,Tribe Romans,Romans,5824,,44854
-102,-116,Village smhctnky Köyü,smhctnky,13,Tribe Gauls,Gauls,12027,,54205
-102,-51,Village Vesnice: Lukinza,Lukinza,13,Tribe Gauls,Gauls,6394,,45982
-102,182,Village 4attila2 Köyü,4attila2,13,Tribe Gauls,Gauls,21846,,66288
-101,-167,Village Dorf von EpicAttacker,EpicAttacker,13,Tribe Gauls,Gauls,19388,,63217
-101,-101,Village Satul lui Delir,Delir,13,Tribe Gauls,Gauls,10325,,52253
-101,114,Village McC06`s village,McC06,13,Tribe Gauls,Gauls,11611,,53780
-101,166,Village H2O. Köyü,H2O.,13,Tribe Romans,Romans,19110,,62891
-100,60,Village Justas335d`s village,Justas335d,13,Tribe Gauls,Gauls,6689,,46468
-100,198,Village Osada: kk95,kk95,13,Tribe Gauls,Gauls,23346,,68187
-99,-150,Village Vesnice: Pastafarian,Pastafarian,13,Tribe Gauls,Gauls,16466,,59461
-99,-18,Village Gazali Köyü,Gazali,13,Tribe Gauls,Gauls,4951,,42408
-99,-11,Village Lilydale,uOlter,13,Tribe Gauls,Gauls,4823,,42031
-99,33,Village Lelouch`s village,Lelouch,13,Tribe Gauls,Gauls,5118,,42903
-99,176,Village Villaggio di giacomo,giacomo,13,Tribe Gauls,Gauls,20738,,65001
-97,-83,Village Village de Psykotype,Psykotype,13,Tribe Gauls,Gauls,8188,,49324
-97,163,Village Zerodium´s Dorp,Zerodium,13,Tribe Gauls,Gauls,18336,,61812
-97,183,Village mnozdemir Köyü,mnozdemir,13,Tribe Gauls,Gauls,21579,,65995
-96,-116,Village Village de Fredeuh,Fredeuh,13,Tribe Gauls,Gauls,11540,,53709
-93,-198,Village Vesnice: CropEmperor48,CropEmperor48,13,Tribe Gauls,Gauls,23017,,67786
-93,152,Village Dorgard´s Dorp,Dorgard,13,Tribe Teutons,Teutons,16037,,58992
-93,168,Village Vesnice: Dethrax,Dethrax,13,Tribe Gauls,Gauls,18717,,62303
-92,-28,Village Villaggio di Storr,Storr,13,Tribe Gauls,Gauls,4450,,40676
-91,-96,Village Villaggio di BRIOSCIA,BRIOSCIA,13,Tribe Romans,Romans,8722,,50156
-91,-90,Village CarameL,Authority,13,AO3,Teutons,8336,223,74891
-90,-43,Village ChaosGaul`s village,ChaosGaul,13,Tribe Gauls,Gauls,4812,,42005
-90,27,Village Aldeia do sparta77,sparta77,13,Tribe Gauls,Gauls,4160,,39131
-88,-150,Village Vesnice: Myrkheimr,Myrkheimr,13,Tribe Gauls,Gauls,15383,,58192
-86,100,Village jwIkgeKh`s village,jwIkgeKh,13,Tribe Teutons,Teutons,8743,,50080
-85,-146,Village Aldeia do NightGaul,NightGaul,13,Tribe Gauls,Gauls,14505,,57149
-85,-76,Village Osada: Mirunio,Mirunio,13,Tribe Teutons,Teutons,6389,,45977
-85,114,Village Naselje - Čorbanac,Čorbanac,13,Tribe Gauls,Gauls,10111,,52026
-85,130,Village ıamArslan Köyü,ıamArslan,13,Tribe Gauls,Gauls,12108,,54287
-84,164,Village Aldeia do TuX,TuX,13,Tribe Gauls,Gauls,17150,,60302
-83,-190,Village Juck Fews,Jussin,13,Tribe Gauls,Gauls,21539,,65948
-83,-134,Village Village de fritzz71,fritzz71,13,Tribe Romans,Romans,12671,,54928
-83,-97,Village Aldea de DirtyAttacker,DirtyAttacker,13,Tribe Gauls,Gauls,8174,,49281
-83,-89,Village Osada: Boombaj,Boombaj,13,Tribe Gauls,Gauls,7393,,47890
-83,50,Village Zarathustra`s village,Zarathustra,13,Tribe Romans,Romans,4459,,40706
-83,106,Village Alprn19 Köyü,Alprn19,13,Tribe Gauls,Gauls,9095,,50795
-83,141,Village WarWarrior`s village,WarWarrior,13,Tribe Gauls,Gauls,13572,,55977
-83,187,Village Villaggio di Harold McFuk,Harold McFuk,13,Tribe Romans,Romans,21257,,65636
-82,151,Village Vesnice: Wendeth,Wendeth,13,Tribe Gauls,Gauls,14952,,57664
-82,164,Village Village de e.karim10,e.karim10,13,Tribe Gauls,Gauls,16956,,60049
-81,-111,Village Ets Köyü,Ets,13,Tribe Gauls,Gauls,9421,,51178
-81,92,Village 3Rs!N Köyü,3Rs!N,13,Tribe Gauls,Gauls,7447,,48000
