x,y,title,player,population,alliance,tribe,uid,aid,did
-174,123,Village Aldeia do Pebat,Pebat,28,Tribe Gauls,Gauls,22334,,66914
-158,-180,Village Village de doodbou,doodbou,28,Tribe Gauls,Gauls,24838,,69990
-164,-166,Village Village de Catiolo,Catiolo,28,Tribe Gauls,Gauls,24351,,69381
-161,-119,Village Aldea de GonZ,GonZ,28,Tribe Romans,Romans,20460,,64556
-164,44,Village darkshadoww`s village,darkshadoww,28,Tribe Gauls,Gauls,14571,,57226
-156,144,Village Pelaajan Tuhoaja kylä,Tuhoaja,28,Tribe Gauls,Gauls,22226,,66788
-148,-134,Village Aldeia do Ruben,Ruben,28,Tribe Romans,Romans,20455,,64549
-152,-118,Village Vesnice: Lagomen,Lagomen,28,Tribe Gauls,Gauls,18787,,62384
-153,-87,Village Vesnice: Volfik,Volfik,28,Tribe Gauls,Gauls,15788,,58695
-152,67,Village Harun Köyü,Harun,28,Tribe Teutons,Teutons,13893,,56442
-146,98,Village ZyWick`s village,ZyWick,28,Tribe Gauls,Gauls,15677,,58566
-150,137,Village Aldeia do wowGUPPY,wowGUPPY,28,Tribe Gauls,Gauls,20905,,65196
-145,182,Village Ducro´s Dorp,Ducro,28,Tribe Gauls,Gauls,24320,,69346
-137,-169,Village Osada: Bialy100,Bialy100,28,Tribe Gauls,Gauls,22982,,67735
-138,-70,Village Vesnice: 0Naamio,0Naamio,28,Tribe Gauls,Gauls,12192,,54386
-139,-73,Village Aldeia do AndréVentura94,AndréVentura94,28,Tribe Gauls,Gauls,12504,,54739
-142,22,Village ozymandias Köyü,ozymandias,28,Tribe Gauls,Gauls,10371,,52301
-138,154,Village Küla omanik siim,siim,28,st,Gauls,21574,350,65990
-139,178,Village Vesnice: kalimero,kalimero,28,Tribe Gauls,Gauls,23729,,68657
-129,-184,Village Aldeia do Theluis,Theluis,28,Tribe Gauls,Gauls,23668,,68590
-134,-141,Village Villaggio di Grandalf,Grandalf,28,Tribe Romans,Romans,19400,,63232
-129,-93,Village Satul lui claudiu,claudiu,28,Tribe Gauls,Gauls,12833,,55107
-126,-10,Village DebeLeeGaL naselje,DebeLeeGaL,28,Tribe Gauls,Gauls,7910,,48780
-125,10,Village Villaggio di LEROYY94,LEROYY94,28,Tribe Gauls,Gauls,7594,,48292
-127,30,Village Kansloos´s Dorp,Kansloos,28,Tribe Gauls,Gauls,8314,,49466
-125,180,Village New Village,Lord_Cooper,28,Tribe Gauls,Gauls,23038,,67816
-118,-179,Village Osada: Groszek1066,Groszek1066,28,Tribe Gauls,Gauls,22517,,67118
-122,-160,Village Osada: Adams91,Adams91,28,Tribe Gauls,Gauls,20626,,64859
-124,-98,Village Деревня Life_Vest,Life_Vest,28,Tribe Gauls,Gauls,12682,,54939
-124,-94,Village Aldeia do Bvdcv,Bvdcv,28,Tribe Romans,Romans,12364,,54576
-122,-41,Village Aldeia do borabora,borabora,28,Tribe Gauls,Gauls,8349,,49509
-106,-143,Village Dedina: dominges,dominges,28,Tribe Romans,Romans,16120,,59078
-113,-128,Village Dedina: lagerbooost,lagerbooost,28,Tribe Gauls,Gauls,14869,,57576
-105,-90,Village Mahmutlar Köyü,Mahmutlar,28,Tribe Gauls,Gauls,9563,,51333
-110,77,Village Dorf von Rubart,Rubart,28,Tribe Gauls,Gauls,8922,,50546
-94,-182,Village orihadad`s village,orihadad,28,Tribe Gauls,Gauls,21316,,65704
-87,101,Village Dedina: sedli666,sedli666,28,Tribe Gauls,Gauls,8805,,50270
-87,171,Village Natars -87|171,Natars,28,Tribe Natars,Natars,1,,62306
-80,-129,Village Aldea de Jarloc46,Jarloc46,28,Tribe Gauls,Gauls,11680,,53849
-77,80,Village Zorba Köyü,Zorba,28,Tribe Gauls,Gauls,6003,,45238
-80,87,Village dgn05 Köyü,dgn05,28,Tribe Gauls,Gauls,6833,,46660
-76,178,Village Aldea de PICCORO,PICCORO,28,Tribe Gauls,Gauls,19119,,62902
-69,-173,Village Dorf von Mart,Mart,28,Tribe Teutons,Teutons,17610,,60936
-70,-120,Village Villaggio di Frenk,Frenk,28,Tribe Teutons,Teutons,9704,,51501
-73,117,Village Aldeia do Kraken,Kraken,28,Tribe Gauls,Gauls,9500,,51264
-74,132,Village Aldeia do tiagoo,tiagoo,28,Tribe Gauls,Gauls,11455,,53617
-64,22,Village Stalwart faluja,Stalwart,28,Tribe Romans,Romans,2041,,26923
-56,112,Village Dedina: smajlík 22,smajlík 22,28,Tribe Gauls,Gauls,7685,,48402
-59,177,Village Dedina: Jahôdka,Jahôdka,28,Tribe Gauls,Gauls,17749,,61104
-56,189,Village mascut`s village,mascut,28,Tribe Gauls,Gauls,19738,,63693
-50,-182,Village Villaggio di riccardo01,riccardo01,28,Tribe Gauls,Gauls,18188,,61634
-45,-63,Village Sia`s village,Sia,28,Tribe Gauls,Gauls,2696,,30745
-49,89,Village snakeyes Köyü,snakeyes,28,Tribe Gauls,Gauls,5021,,42622
-48,143,Village Osada: maciora80,maciora80,28,Tribe Gauls,Gauls,11457,,53619
-41,-72,Village Деревня moonlight,moonlight,28,Tribe Gauls,Gauls,3205,,33551
-36,143,Village Vesnice: Haflinger126,Haflinger126,28,Tribe Gauls,Gauls,10876,,52937
-25,-200,Village schWest Köyü,schWest,28,Tribe Gauls,Gauls,20695,,64951
-32,-167,Village Aldea de Invencibol,Invencibol,28,Tribe Gauls,Gauls,14664,,57323
-27,94,Village Деревня mrdwr,mrdwr,28,Tribe Gauls,Gauls,4585,,41318
-23,-190,Village ShipViking faluja,ShipViking,28,Tribe Gauls,Gauls,18589,,62149
-21,-88,Village MindfulHun´s Dorp,MindfulHun,28,Tribe Gauls,Gauls,3806,,37051
-20,-58,Village GMMF2f2hn`s village,GMMF2f2hn,28,Tribe Gauls,Gauls,5466,,23295
-15,91,Village GiaGar`s village,GiaGar,28,Tribe Gauls,Gauls,4000,,38224
-17,112,Village PlatiniumHand Köyü,PlatiniumHand,28,Tribe Romans,Romans,6238,,45785
-9,-196,Village Village de Drips,Drips,28,Tribe Teutons,Teutons,19502,,63358
-14,-192,Village Satul lui BaZuKa,BaZuKa,28,Tribe Gauls,Gauls,18806,,62407
-7,-156,Village Villaggio di Ricky_24MM,Ricky_24MM,28,Tribe Gauls,Gauls,12207,,54411
3,-193,Village Aldea de Cesaron,Cesaron,28,Tribe Gauls,Gauls,18894,,62517
-3,-163,Village LV-462,GrafVlad,28,Tribe Gauls,Gauls,13342,,55670
2,-154,Village çankırılılar Köyü,çankırılılar,28,Tribe Gauls,Gauls,11934,,54109
7,-196,Village LIETUVIS`s village,LIETUVIS,28,LTUva,Romans,19490,276,63344
15,-167,Village Village de vdc,vdc,28,Tribe Gauls,Gauls,14274,,56893
6,138,Village Rafee`s village,Rafee,28,Tribe Romans,Romans,9542,,51315
13,163,Village Aldeia do rei papá,rei papá,28,Tribe Gauls,Gauls,13632,,56082
23,119,Village Natars 23|119,Natars,28,Tribe Natars,Natars,1,,47549
17,141,Village Dorf von Taktikus,Taktikus,28,Tribe Gauls,Gauls,10148,,52066
24,167,Village KayıBoyu Köyü,KayıBoyu,28,Tribe Gauls,Gauls,14491,,57135
32,-139,Village Natars 32|-139,Natars,28,Tribe Natars,Natars,1,,52220
28,-126,Village AIIZBjoAz`s village,AIIZBjoAz,28,Tribe Romans,Romans,9801,,49413
29,93,Village PAŞAYERİ Köyü,PAŞAYERİ,28,Tribe Gauls,Gauls,4508,,41007
27,121,Village Vesnice: Kackakrupickova,Kackakrupickova,28,Tribe Gauls,Gauls,7622,,48329
29,130,Village Naselje - sistejaja,sistejaja,28,Tribe Romans,Romans,8847,,50369
200,-62,Village mukaddes Köyü,mukaddes,27,Tribe Gauls,Gauls,21948,,66426
198,126,Village bolbol`s village,bolbol,27,Tribe Teutons,Teutons,24433,,69485
-189,40,Village Aldeia do DeusaIsa,DeusaIsa,27,Tribe Gauls,Gauls,18861,,62469
-193,46,Village MightyLeader Köyü,MightyLeader,27,Tribe Gauls,Gauls,19893,,63884
-188,89,Village Vesnice: Perunovo,Perun-udatny,27,Tribe Gauls,Gauls,21655,,66073
-183,-14,Village Belladonia,Kunungasfail,27,Tribe Romans,Romans,17264,,60480
-178,111,Village BelusHun faluja,BelusHun,27,Tribe Romans,Romans,21953,,66435
-178,131,Village Selo od tandt,tandt,27,Tribe Gauls,Gauls,23235,,68053
-184,168,Village Village de Oakaidi,Oakaidi,27,Tribe Romans,Romans,25330,,70602
-166,-17,Village Aldea de Kaneki-001,Kaneki-001,27,Tribe Gauls,Gauls,14192,,56793
-166,41,Village Aldeia do xXxFilipewxXx,xXxFilipewxXx,27,Tribe Romans,Romans,14683,,57344
-164,14,Village Villaggio di kalabros,kalabros,27,Tribe Gauls,Gauls,13591,,56006
-159,63,Village Villaggio di DirtyDruid,DirtyDruid,27,Tribe Teutons,Teutons,14769,,57439
-164,121,Village Dorf von DestinySG1,DestinySG1,27,Tribe Romans,Romans,21078,,65407
-156,158,Village Village de mickateur,mickateur,27,Tribe Teutons,Teutons,23337,,68176
-155,169,Village Aldeia do Lourenço86,Lourenço86,27,Tribe Gauls,Gauls,23971,,68937
-152,-73,Village Деревня sERVER,sERVER,27,Tribe Gauls,Gauls,14521,,57165
-137,54,Village Pelaajan Sweet74 kylä,Sweet74,27,Tribe Gauls,Gauls,10847,,52891
-144,144,Village Osada: Bondo2706,Bondo2706,27,Tribe Gauls,Gauls,21082,,65412
-129,-177,Village Aldeia do Xue-Hu7,Xue-Hu7,27,Tribe Gauls,Gauls,23091,,67881
-131,-108,Village PhlyingHigh`s village,PhlyingHigh,27,Tribe Romans,Romans,14695,,57356
-127,-72,Village SilverBeast`s village,SilverBeast,27,Tribe Gauls,Gauls,10787,,52785
-120,-71,Village Uusi kylä,manseee,27,TUCW,Teutons,9106,94,74536
-115,38,Village 1003sam1 1,sam1,27,sm,Romans,7220,124,74995
-119,67,Village Marčius/sostinė,Marčius,27,Tribe Gauls,Gauls,9340,,51081
-116,130,Village Vesnice: Jirka_1994,Jirka_1994,27,Tribe Gauls,Gauls,15317,,58106
-112,-72,Village Murtaza Köyü,Murtaza,27,Tribe Gauls,Gauls,8869,,50445
-108,44,Village Dorf von SilverTiger,SilverTiger,27,Tribe Gauls,Gauls,6686,,46463
-100,-194,Village Osada: Mirando,Mirando,27,Tribe Gauls,Gauls,22921,,67654
-104,-148,Village Dedina: Marekbari,Marekbari,27,Tribe Gauls,Gauls,16653,,59659
-98,-106,Village Aldea de Alonso II,Alonso II,27,Tribe Romans,Romans,10464,,52396
-104,101,Village Osada: ARSOOON,ARSOOON,27,Tribe Gauls,Gauls,10548,,52486
-102,127,Village Aldeia do mc_marcinho,mc_marcinho,27,Tribe Romans,Romans,13385,,55721
-99,174,Village bokkolis χωριό,bokkolis,27,Tribe Romans,Romans,20364,,64448
-89,-110,Village Natars -89|-110,Natars,27,Tribe Natars,Natars,1,,51958
-92,156,Village Dedina: Boro00771,Boro00771,27,Tribe Gauls,Gauls,16580,,59582
-83,-40,Village Деревня star,star,27,Tribe Romans,Romans,4037,,38416
-77,34,Village BiRc8O1`s village,BiRc8O1,27,Tribe Romans,Romans,3754,,33616
-69,-153,Village Vesnice: DirtyMonic,DirtyMonic,27,Tribe Gauls,Gauls,14311,,56931
-71,-82,Village MightySpartan`s village,MightySpartan,27,Tribe Gauls,Gauls,5670,,44527
-74,-67,Village 03 chikoree,Cherokee,27,AO,Teutons,3916,84,75004
-71,-26,Village UMvygzA`s village,UMvygzA,27,Tribe Romans,Romans,3343,,30976
-68,16,Village Villaggio di Boyka,Boyka,27,Tribe Teutons,Teutons,2108,,27451
-56,-31,Village Village de bravehart,bravehart,27,Tribe Romans,Romans,1742,,25208
-62,42,Village Vesnice: rdd2lbc,rdd2lbc,27,Tribe Gauls,Gauls,2526,,29979
-58,103,Village Aldeia do luiscosta048,luiscosta048,27,Tribe Romans,Romans,6841,,46671
-46,-183,Village Pelaajan OneEmperor kylä,OneEmperor,27,Tribe Gauls,Gauls,18178,,61621
-53,-74,Village Aldeia do Luis Pacheco,Luis Pacheco,27,Tribe Romans,Romans,3912,,37677
-48,12,Village Mathteacher Köyü,Mathteacher,27,Tribe Teutons,Teutons,968,,19933
-43,-120,Village IG4VdvAp9`s village,IG4VdvAp9,27,Tribe Teutons,Teutons,8113,,48831
-42,-48,Village Cengizhan Köyü,Cengizhan,27,Tribe Gauls,Gauls,655,,25064
-36,9,Village Khoai_lac`s village,Khoai_lac,27,Tribe Teutons,Teutons,467,,17901
-43,19,Village 1,Horse,27,Tribe Teutons,Teutons,766,,18967
-36,78,Village Sat nou,nollum,27,KB-2,Gauls,1231,118,74929
-30,-63,Village Denis555`s village,Denis555,27,Tribe Gauls,Gauls,2535,,30018
-30,123,Village FastB`s village,FastB,27,Tribe Romans,Romans,7991,,48910
-27,128,Village Dorf von ZeroZero,ZeroZero,27,Tribe Teutons,Teutons,8559,,49932
-25,168,Village Dorf von oakland,oakland,27,Tribe Gauls,Gauls,14602,,57259
-23,-94,Village Nuovo villaggio,lucaf11,27,Tribe Gauls,Gauls,4623,,74814
-22,-59,Village eGX67Sz4p`s village,eGX67Sz4p,27,Tribe Gauls,Gauls,5276,,24792
-7,-84,Village ngcZ1Ioqs`s village,ngcZ1Ioqs,27,Tribe Romans,Romans,3695,,33728
-14,104,Village Vesnice: Karol,Karol,27,Tribe Gauls,Gauls,5314,,43821
-12,110,Village New village,Grazzler,27,RGR,Teutons,5898,256,74960
-2,-193,Village Aldeia do JnDy,JnDy,27,Tribe Teutons,Teutons,18802,,62402
-1,156,Village lQCLEK`s village,lQCLEK,27,Tribe Romans,Romans,12500,,54517
9,-197,Village MILEBRX naselje,MILEBRX,27,Tribe Romans,Romans,19735,,63689
14,-199,Village Nasu`s village,Nasu,27,Tribe Gauls,Gauls,20119,,64163
7,-161,Village Aldeia do aldeia PT221,aldeia PT221,27,Tribe Gauls,Gauls,13124,,55448
9,53,Village Karolis,Karolis,27,Tribe Teutons,Teutons,1083,,20455
8,104,Village Dheem`s village,Dheem,27,Tribe Gauls,Gauls,5247,,43605
21,90,Village Villaggio di dhyagar,dhyagar,27,Tribe Romans,Romans,4021,,38331
29,-140,Village Деревня Kazac,Kazac,27,Tribe Teutons,Teutons,10259,,52185
31,-78,Village E3,unergründlich,27,dudu,Teutons,3589,62,75088
197,188,Village Naselje - crazydiamond,crazydiamond,26,Tribe Romans,Romans,26108,,71522
-186,187,Village Villaggio di cancroachiruba,cancroachiruba,26,Tribe Gauls,Gauls,25959,,71337
-175,-68,Village Aldeia do JFMarques31,JFMarques31,26,Tribe Gauls,Gauls,18061,,61474
-180,111,Village Sefa Köyü,Sefa,26,Tribe Gauls,Gauls,22086,,66618
-157,-78,Village Villaggio di Markab,Markab,26,Tribe Gauls,Gauls,15590,,58458
-161,-9,Village EpicDefender`s village,EpicDefender,26,Tribe Gauls,Gauls,13178,,55503
-156,111,Village Dedina: romanko,romanko,26,Tribe Romans,Romans,18499,,62043
-161,138,Village Village de mamattlh,mamattlh,26,Tribe Gauls,Gauls,22223,,66784
-146,-71,Village Dorf von Bechta,Bechta,26,Tribe Gauls,Gauls,13305,,55633
-148,133,Village SmoothRoman Köyü,SmoothRoman,26,Tribe Gauls,Gauls,20144,,64193
-139,-12,Village zajebište`s village,zajebište,26,Tribe Romans,Romans,9893,,51725
-143,33,Village Natars -143|33,Natars,26,Tribe Natars,Natars,1,,52759
-120,-141,Village Villaggio di MightyRider,MightyRider,26,Tribe Gauls,Gauls,17429,,60691
-118,-86,Village Natars -118|-86,Natars,26,Tribe Natars,Natars,1,,52773
-123,64,Village Dorf von ThorEisen,ThorEisen,26,Tribe Gauls,Gauls,9630,,51422
-105,-169,Village Osada: Paweł90,Paweł90,26,Tribe Gauls,Gauls,20242,,64305
-108,116,Village nethersbane Köyü,nethersbane,26,Tribe Teutons,Teutons,12590,,54826
-114,194,Village Aldea de MrCabra,MrCabra,26,Tribe Gauls,Gauls,23640,,68554
-90,-188,Village GabenKai faluja,GabenKai,26,Tribe Romans,Romans,21741,,66170
-88,-133,Village Hd5512`s village,Hd5512,26,Tribe Teutons,Teutons,12825,,55099
-85,-66,Village DrNeoCC`s village,DrNeoCC,26,Tribe Romans,Romans,5680,,44566
-91,-29,Village TmlReıs Köyü,TmlReıs,26,Tribe Gauls,Gauls,4449,,40673
-90,191,Village Pelaajan Smäide kylä,Smäide,26,Tribe Gauls,Gauls,22117,,66652
-91,186,Village Squicky`s village,Squicky,26,Tribe Gauls,Gauls,21580,,65996
-79,-18,Village behnam`s village,behnam,26,Tribe Gauls,Gauls,3087,,32957
-78,97,Village agTBJMvqZo`s village,agTBJMvqZo,26,Tribe Gauls,Gauls,10481,,48262
-73,172,Village lolymon`s village,lolymon,26,Tribe Gauls,Gauls,17746,,61101
-59,-27,Village 02. Hidup Mulyono,Hope,26,NKF,Romans,234,65,75099
-58,164,Village p4l4vr6 naselje,p4l4vr6,26,Tribe Romans,Romans,15350,,58142
-64,162,Village Osada: BeJot,BeJot,26,Tribe Gauls,Gauls,15348,,58140
-60,180,Village Village de Groy,Groy,26,Tribe Gauls,Gauls,18338,,61815
-51,-67,Village Aldea de CaceresC,CaceresC,26,Tribe Gauls,Gauls,3593,,35885
-51,-58,Village Aldea de lordrasec,lordrasec,26,Tribe Gauls,Gauls,2680,,30655
-54,41,Village Harcihagyma faluja,Harcihagyma,26,Tribe Gauls,Gauls,1981,,26559
-39,-119,Village Natars -39|-119,Natars,26,Tribe Natars,Natars,1,,48486
-42,174,Village GreatWhiteJaws`s by,GreatWhiteJaws,26,Tribe Gauls,Gauls,16224,,59188
-28,-28,Village Pietro3,PietroP,26,I.P,Teutons,949,3,75023
-25,88,Village KURDOGLU Köyü,KURDOGLU,26,Tribe Teutons,Teutons,3943,,37907
-31,141,Village Aldea de Arthurking,Arthurking,26,Tribe Gauls,Gauls,10417,,52347
-5,-153,Village Natars -5|-153,Natars,26,Tribe Natars,Natars,1,,53884
-11,149,Village Village de romain,romain,26,Tribe Romans,Romans,11164,,53299
-12,187,Village Pelaajan turboturaani kylä,turboturaani,26,Tribe Gauls,Gauls,17759,,61114
4,-167,Village Küla omanik Hyral,Hyral,26,Tribe Romans,Romans,14085,,56669
21,-184,Village KAMUKO Köyü,KAMUKO,26,Tribe Romans,Romans,17368,,60619
22,-138,Village RasMiki`s village,RasMiki,26,Tribe Romans,Romans,9811,,51627
23,-92,Village Aldeia do Stig,Stig,26,Tribe Romans,Romans,4289,,40012
28,143,Village Hanabi Sancho Köyü,Hanabi Sancho,26,Tribe Teutons,Teutons,10755,,52743
199,-174,Village O Cortello`s village,O Cortello,25,UL,Teutons,25990,493,71377
-195,-138,Village Aldeia do Dioguit,Dioguit,25,Tribe Gauls,Gauls,24786,,69927
-197,-62,Village FeedGat`s village,FeedGat,25,Tribe Gauls,Gauls,21635,,66052
196,-50,Village Osada: Polonia 1920,Polonia 1920,25,Tribe Gauls,Gauls,20890,,65174
-195,-19,Village FRANKENSTEIN Köyü,FRANKENSTEIN,25,Tribe Romans,Romans,19645,,63567
-200,78,Village Aldeia do Dfmaster,Dfmaster,25,Tribe Gauls,Gauls,22476,,67073
-198,166,Village ENK Köyü,ENK,25,Tribe Romans,Romans,25732,,71061
-191,-116,Village Vesnice: Tudlenudle,Tudlenudle,25,Tribe Gauls,Gauls,23495,,68382
-190,22,Village Selo od RebekaZeka,RebekaZeka,25,Tribe Gauls,Gauls,18442,,61976
-190,69,Village Village de logy,logy,25,Tribe Gauls,Gauls,20662,,64903
-191,92,Village Village de Nostral,Nostral,25,Tribe Gauls,Gauls,22169,,66716
-191,176,Village zgrabi the hun naselje,zgrabi the hun,25,Tribe Gauls,Gauls,25809,,71150
-183,-187,Village Andrius sss/sostinė,Andrius sss,25,Tribe Gauls,Gauls,25908,,71276
-175,-87,Village Aldea de Torrex43,Torrex43,25,Tribe Gauls,Gauls,19414,,63246
-181,11,Village Ulfar faluja,Ulfar,25,Tribe Gauls,Gauls,16413,,59400
-176,71,Village Tozduman97 Köyü,Tozduman97,25,Tribe Gauls,Gauls,18314,,61783
-166,197,Village oort`s village,oort,25,Tribe Gauls,Gauls,25761,,71094
-169,68,Village arda`s village,arda,25,Tribe Romans,Romans,16697,,59710
-174,106,Village Osada: Tyberian,Tyberian,25,Tribe Gauls,Gauls,21041,,65350
-158,-102,Village Vesnice: eviiiicka,eviiiicka,25,Tribe Gauls,Gauls,18057,,61470
-155,-91,Village Bisky Köyü,Bisky,25,Tribe Teutons,Teutons,16481,,59477
-158,-18,Village Villaggio di Scalcovic,Scalcovic,25,Tribe Teutons,Teutons,12850,,55125
-159,138,Village Villaggio di vaghar,vaghar,25,Tribe Gauls,Gauls,22097,,66630
-145,-173,Village New village,goldooo,25,TURA7,Gauls,23676,393,74998
-146,-150,Village Rituel`s village,Rituel,25,Tribe Gauls,Gauls,21908,,66361
-145,-67,Village AresValen Köyü,AresValen,25,Tribe Romans,Romans,12992,,55290
-149,130,Village Villaggio di Gekoro,Gekoro,25,Tribe Gauls,Gauls,19516,,63905
-135,-178,Village Aldea de gfbyd,gfbyd,25,Tribe Gauls,Gauls,23480,,68363
-139,-143,Village eren373644 Köyü,eren373644,25,Tribe Gauls,Gauls,20247,,64310
-130,-144,Village Aldeia do BrunoStark,BrunoStark,25,Tribe Gauls,Gauls,19197,,62991
-129,-78,Village MrMafkees96´s Dorp,MrMafkees96,25,Tribe Teutons,Teutons,11557,,53726
-128,53,Village Apkin27`s village,Apkin27,25,Tribe Gauls,Gauls,9623,,51415
-123,46,Village Aldeia do Bibitio,Bibitio,25,Tribe Gauls,Gauls,8524,,49801
-122,83,Village Village de Samilit,Samilit,25,Tribe Gauls,Gauls,11012,,53100
-120,98,Village Natars -120|98,Natars,25,Tribe Natars,Natars,1,,54282
-114,-126,Village Natars -114|-126,Natars,25,Tribe Natars,Natars,1,,57341
-106,-53,Village ronnet`s village,ronnet,25,Tribe Gauls,Gauls,7008,,46892
-113,61,Village Villaggio di PoloNord,PoloNord,25,Tribe Teutons,Teutons,8065,,49022
-110,168,Village Ruokis`s village,Ruokis,25,Tribe Gauls,Gauls,20556,,64715
-98,-67,Village הכפר של Bigbird,Bigbird,25,Tribe Teutons,Teutons,7003,,46886
-103,-10,Village Kkkk`s village,Kkkk,25,Tribe Gauls,Gauls,5216,,43423
-96,112,Village Villaggio di Ryza,Ryza,25,Tribe Gauls,Gauls,11017,,53111
-86,-187,Village Деревня Godrik,Godrik,25,Tribe Romans,Romans,21462,,65862
-88,43,Village Bushman`s village,Bushman,25,Tribe Gauls,Gauls,4577,,41301
-87,196,Village Dorf von Ruxx,Ruxx,25,Tribe Gauls,Gauls,22472,,67069
-75,-139,Village R1,Rodolfear,25,Tribe Romans,Romans,12668,,54922
-66,174,Village CaffinatedCrab`s village,CaffinatedCrab,25,Tribe Gauls,Gauls,17556,,60874
-63,-192,Village BARSBOĞA Köyü,BARSBOĞA,25,Tribe Gauls,Gauls,20797,,65069
-63,-60,Village Aldeia do ShutDown,ShutDown,25,Tribe Gauls,Gauls,3619,,36094
-63,104,Village Valinor,Macedonia,25,KB-1,Gauls,7217,172,74433
-56,137,Village Natars -56|137,Natars,25,Tribe Natars,Natars,1,,53119
-60,161,Village MrtcnKcgz Köyü,MrtcnKcgz,25,Tribe Teutons,Teutons,14958,,57670
-54,-168,Village Aldeia do Gollum1986,Gollum1986,25,Tribe Gauls,Gauls,15671,,58555
-53,124,Village Dedina: Rikoneom,Rikoneom,25,Tribe Gauls,Gauls,9102,,50802
-45,183,Village Osada: Ogniste Serce,Ogniste Serce,25,Tribe Romans,Romans,17953,,61349
-44,-70,Village Natars -44|-70,Natars,25,Tribe Natars,Natars,1,,33734
-42,-44,Village BaBaGakgo Köyü,BaBaGakgo,25,Tribe Gauls,Gauls,1607,,24299
-35,33,Village Village de Taztazou,Taztazou,25,Tribe Romans,Romans,828,,19284
-44,119,Village Деревня FearedLeg,FearedLeg,25,Tribe Gauls,Gauls,7989,,48908
-15,-136,Village Storam´s Dorp,Storam,25,Tribe Gauls,Gauls,9307,,51029
-19,-48,Village Tr_Alayunt,cingasteel,25,TR_,Romans,9012,268,75078
-10,92,Village BeYaZGoLGe Köyü,BeYaZGoLGe,25,Tribe Gauls,Gauls,4216,,39453
0,-34,Village 002,byzantine,25,GRRUS,Teutons,1117,68,72182
11,107,Village Aldeia do BoldFriend,BoldFriend,25,Tribe Gauls,Gauls,5727,,44689
8,106,Village Py9BNtV`s village,Py9BNtV,25,Tribe Teutons,Teutons,12763,,44078
16,-151,Village Aldea de Spanish,Spanish,25,Tribe Romans,Romans,11670,,53839
20,-110,Village OTTOMAN Köyü,OTTOMAN,25,Tribe Gauls,Gauls,6100,,45457
18,131,Village Bravo,Luki5,25,LTU,Gauls,8848,15,75108
23,127,Village Vesnice: Arminius,Arminius,25,Tribe Teutons,Teutons,8310,,49462
28,-190,Village Gölge Köyü,Gölge,25,Tribe Romans,Romans,18809,,62410
27,-178,Village MrNizzz10,MrNizzz10,25,Tribe Gauls,Gauls,16383,,59362
28,-164,Village Seraphim`s village,Seraphim,25,Tribe Romans,Romans,13925,,56477
32,-151,Village KUTUZOVAS/sostinė,KUTUZOVAS,25,Tribe Gauls,Gauls,11964,,54139
31,-154,Village Vesnice: SKUNKHUNTER23,SKUNKHUNTER23,25,Tribe Teutons,Teutons,12432,,54648
34,-99,Village dnXur35`s village,dnXur35,25,Tribe Teutons,Teutons,5589,,43857
26,-4,Village 03 Tatiana Petrova,Reddington,25,P.A,Gauls,111,61,75102
31,132,Village Vesnice: DarkGeneral,DarkGeneral,25,Tribe Gauls,Gauls,9259,,50977
33,146,Village Harigunians´s Dorp,Harigunians,25,Tribe Teutons,Teutons,11359,,53507
199,-100,Village Village de Andyolivia,Andyolivia,24,Tribe Romans,Romans,23530,,68432
200,-101,Village Yeniçeri Köyü,Yeniçeri,24,Tribe Gauls,Gauls,23614,,68526
198,-41,Village Dorf von Odie,Odie,24,Tribe Gauls,Gauls,20891,,65175
-185,-168,Village Aldea de Susu101010,Susu101010,24,Tribe Gauls,Gauls,25410,,70692
-193,121,Village BERLİNGO,Tekfurium,24,TUR,Romans,23819,57,74990
-191,119,Village Duke_Marmalade naselje,Duke_Marmalade,24,Tribe Romans,Romans,23616,,68529
-187,129,Village Villaggio di Babbarui1993,Babbarui1993,24,Tribe Romans,Romans,23776,,68709
-193,143,Village WarLegend`s village,Dito Curioso,24,Tribe Gauls,Gauls,24784,,69923
-178,11,Village Деревня MarekKross,MarekKross,24,Tribe Gauls,Gauls,15859,,58789
-169,-72,Village dgsyll Köyü,dgsyll,24,Tribe Gauls,Gauls,17254,,60469
-173,7,Village BARS Köyü,BARS,24,Tribe Gauls,Gauls,14972,,57691
-168,43,Village Cportakal Köyü,Cportakal,24,Tribe Gauls,Gauls,15106,,57828
-169,178,Village Osada: Bakuza,Bakuza,24,Tribe Romans,Romans,25124,,70363
-155,-178,Village GeKz`s village,GeKz,24,Tribe Gauls,Gauls,24567,,69658
-163,-173,Village nikotin Köyü,nikotin,24,Tribe Gauls,Gauls,24706,,69826
-158,-44,Village gogu`s village,gogu,24,Tribe Gauls,Gauls,13665,,56122
-162,-24,Village Aldea de Blackwall099,Blackwall099,24,Tribe Gauls,Gauls,13672,,56129
-155,33,Village Dutchgirl69´s Dorp,Dutchgirl69,24,Tribe Gauls,Gauls,12570,,54806
-164,170,Village Villaggio di FRANKLYN,FRANKLYN,24,Tribe Gauls,Gauls,24537,,69620
-152,-194,Village Village King,AlexBrici,24,Tribe Gauls,Gauls,25200,,70452
-147,-170,Village ••,Courage,24,TURA7,Teutons,22645,393,74677
-145,-157,Village Aldea de AlexRodrix,AlexRodrix,24,Tribe Gauls,Gauls,22523,,67125
